date,county,population,baseline_congestion_index,vehicle_km_millions,goods_vehicle_share,congestion_index
2023-02-01,Dublin,1453000.0,1.0,11.415376879043697,0.14021707841919973,1.1083491191032318
2023-02-02,Dublin,1453000.0,1.0,11.188994524700169,0.13646019197623777,1.0694238516114893
2023-02-03,Dublin,1453000.0,1.0,11.265195597468313,0.15320412998056082,1.0704099389818806
2023-02-04,Dublin,1453000.0,1.0,10.683216942555399,0.13564313911023385,1.2577525906804998
2023-02-05,Dublin,1453000.0,1.0,9.913888651331295,0.17284262397567474,1.2964471489445957
2023-02-06,Dublin,1453000.0,1.0,11.620497427748164,0.13436722014771513,1.015638685620779
2023-02-07,Dublin,1453000.0,1.0,12.054608335353265,0.1045495613917165,1.0223841721897973
2023-02-08,Dublin,1453000.0,1.0,11.367147642224529,0.13538003014548208,1.0690111072689965
2023-02-09,Dublin,1453000.0,1.0,11.583751096968838,0.10982957653400685,1.015882982382789
2023-02-10,Dublin,1453000.0,1.0,11.68715052228366,0.14920262298854686,1.0360969612191433
2023-02-11,Dublin,1453000.0,1.0,10.265505826398684,0.17118315956742622,1.242742578358549
2023-02-12,Dublin,1453000.0,1.0,9.749693240816793,0.16295519600531347,1.2952470399428329
2023-02-13,Dublin,1453000.0,1.0,11.671115582989508,0.12324820990105514,1.0427005027965692
2023-02-14,Dublin,1453000.0,1.0,12.285557229494996,0.13475489436864,1.018856293755838
2023-02-15,Dublin,1453000.0,1.0,10.937372992214534,0.1855726707113337,1.0184033960168672
2023-02-16,Dublin,1453000.0,1.0,12.042556293998349,0.15637022817468668,1.096592686579507
2023-02-17,Dublin,1453000.0,1.0,11.691307157051137,0.15008237385268117,1.0037076714228519
2023-02-18,Dublin,1453000.0,1.0,9.979961567129122,0.17112125122387115,1.2684814887129885
2023-02-19,Dublin,1453000.0,1.0,11.092339300499845,0.19905482250860315,1.2757296857409521
2023-02-20,Dublin,1453000.0,1.0,11.995862696941277,0.17593146555159478,1.0759645706784469
2023-02-21,Dublin,1453000.0,1.0,11.09062182435672,0.15278830509541158,1.103046273314652
2023-02-22,Dublin,1453000.0,1.0,11.670357451196109,0.15709376351969645,1.0499652755523807
2023-02-23,Dublin,1453000.0,1.0,11.907149403767804,0.16234159582196434,1.018480459521785
2023-02-24,Dublin,1453000.0,1.0,11.548090996131245,0.13774603006979752,1.0271680291657956
2023-02-25,Dublin,1453000.0,1.0,10.522906640571902,0.1288256105456512,1.3319443695245132
2023-02-26,Dublin,1453000.0,1.0,10.212141568977005,0.1510489816697876,1.272667963632615
2023-02-27,Dublin,1453000.0,1.0,11.950359110745909,0.1310557754107376,1.0835883988166684
2023-02-28,Dublin,1453000.0,1.0,12.324785674286252,0.14877075161929862,1.0824973455264817
2023-03-01,Dublin,1453000.0,1.0,11.644240135876487,0.1519224607998418,1.0713882727569646
2023-03-02,Dublin,1453000.0,1.0,12.060838102283881,0.1968207464376587,1.0886659313820342
2023-03-03,Dublin,1453000.0,1.0,11.74356975376015,0.13297900010686867,1.0917744107376988
2023-03-04,Dublin,1453000.0,1.0,10.581376308010713,0.1475642213605813,1.383228843863231
2023-03-05,Dublin,1453000.0,1.0,10.039396332691735,0.14671394220830933,1.3050589879183463
2023-03-06,Dublin,1453000.0,1.0,11.689208608058825,0.1587462106675066,1.104718171818236
2023-03-07,Dublin,1453000.0,1.0,11.86971620736263,0.17093448663167243,1.0580251922535953
2023-03-08,Dublin,1453000.0,1.0,12.401143594704818,0.1401903299674669,1.0462492027954888
2023-03-09,Dublin,1453000.0,1.0,12.524002701275585,0.13357295939789937,1.0723622052586017
2023-03-10,Dublin,1453000.0,1.0,11.346360448291591,0.11718578768136689,1.0628517037051535
2023-03-11,Dublin,1453000.0,1.0,10.198279939671995,0.13147591006394305,1.306977751027079
2023-03-12,Dublin,1453000.0,1.0,10.803616122512274,0.16072881669153188,1.2886826275343926
2023-03-13,Dublin,1453000.0,1.0,11.046806122396937,0.15091294083646406,1.0410191853656985
2023-03-14,Dublin,1453000.0,1.0,11.743634442962986,0.1296913201018768,1.1128527490726376
2023-03-15,Dublin,1453000.0,1.0,11.916770119931693,0.14254465047030285,1.1281591174061691
2023-03-16,Dublin,1453000.0,1.0,12.580131923039001,0.1506294589558053,1.0887855256834784
2023-03-17,Dublin,1453000.0,1.0,12.297725110126605,0.1600735786321786,1.104859796250103
2023-03-18,Dublin,1453000.0,1.0,10.390752527405965,0.13813211294322947,1.3210975514107317
2023-03-19,Dublin,1453000.0,1.0,10.373575252017027,0.1449911988468425,1.3342879901259908
2023-03-20,Dublin,1453000.0,1.0,11.844105561231792,0.11363130533319582,1.0777649742711548
2023-03-21,Dublin,1453000.0,1.0,12.714960786975803,0.12697228395524113,1.0368433447555796
2023-03-22,Dublin,1453000.0,1.0,11.760155217507025,0.1823543131635769,1.0395837072969445
2023-03-23,Dublin,1453000.0,1.0,11.818793373647303,0.10623718654610309,1.0721973515039107
2023-03-24,Dublin,1453000.0,1.0,12.133153950250803,0.14324394894731945,1.0596729144955226
2023-03-25,Dublin,1453000.0,1.0,10.476911691517387,0.1543839645868851,1.3046958369922672
2023-03-26,Dublin,1453000.0,1.0,10.444895584121952,0.14251301509345926,1.3481985042566322
2023-03-27,Dublin,1453000.0,1.0,11.441824449961834,0.13383684953269204,1.0613836532884653
2023-03-28,Dublin,1453000.0,1.0,11.957722214983944,0.14877842935225336,1.0999226508285416
2023-03-29,Dublin,1453000.0,1.0,11.752839722895606,0.1499006919699544,1.0691265992482204
2023-03-30,Dublin,1453000.0,1.0,12.534480037565345,0.148357651901362,1.060272838529167
2023-03-31,Dublin,1453000.0,1.0,12.279874207307683,0.11244575757695768,1.0731122278431824
2023-04-01,Dublin,1453000.0,1.0,10.622906271089871,0.14705192744089207,1.3448404963800331
2023-04-02,Dublin,1453000.0,1.0,10.921284853854965,0.1328977461941689,1.3299586185692578
2023-04-03,Dublin,1453000.0,1.0,11.919991785670769,0.13904528250372922,1.0679413174275387
2023-04-04,Dublin,1453000.0,1.0,12.602520188544938,0.15453949526682906,1.102482571259624
2023-04-05,Dublin,1453000.0,1.0,12.080538534180317,0.16281457500961133,1.0993955015039691
2023-04-06,Dublin,1453000.0,1.0,12.368427407199079,0.16793554668483746,1.1185868342809229
2023-04-07,Dublin,1453000.0,1.0,11.475060459918854,0.14007173886042223,1.0292101817016093
2023-04-08,Dublin,1453000.0,1.0,10.781649676944014,0.16848005553440235,1.3382072796323008
2023-04-09,Dublin,1453000.0,1.0,9.938839053048131,0.17347455065247983,1.3375627396485235
2023-04-10,Dublin,1453000.0,1.0,11.138399990792736,0.17273275849092118,1.0851531753692338
2023-04-11,Dublin,1453000.0,1.0,11.936878951824557,0.17779535877622865,1.0664352822630039
2023-04-12,Dublin,1453000.0,1.0,11.655925184887735,0.14708634988162175,1.0646045097701389
2023-04-13,Dublin,1453000.0,1.0,12.162699696514023,0.14651736169853474,1.103489247703704
2023-04-14,Dublin,1453000.0,1.0,13.218297178282599,0.16650101558788696,1.0853426254600829
2023-04-15,Dublin,1453000.0,1.0,10.285235865653846,0.12266951369743934,1.3150090793256113
2023-04-16,Dublin,1453000.0,1.0,10.371074567848032,0.1541885809453668,1.3900351896346534
2023-04-17,Dublin,1453000.0,1.0,12.1828340084165,0.1393888201566017,1.1099025615092584
2023-04-18,Dublin,1453000.0,1.0,12.32379918829183,0.14262421898277183,1.0627812105949384
2023-04-19,Dublin,1453000.0,1.0,11.998186482965158,0.11516971104202842,1.1049384124625803
2023-04-20,Dublin,1453000.0,1.0,11.984025341380251,0.13218911388393584,1.0579451028014086
2023-04-21,Dublin,1453000.0,1.0,12.42748153028862,0.1495901214108577,1.1137709523139128
2023-04-22,Dublin,1453000.0,1.0,10.856616269435102,0.16776906348187218,1.3434650627973554
2023-04-23,Dublin,1453000.0,1.0,10.202485323645504,0.169800531788161,1.32591472813732
2023-04-24,Dublin,1453000.0,1.0,12.044938158387843,0.14839347050008175,1.068806868125498
2023-04-25,Dublin,1453000.0,1.0,12.100215090636592,0.1462142328554206,1.0570250888854904
2023-04-26,Dublin,1453000.0,1.0,11.584087274863444,0.1333864162596732,1.0857641898797792
2023-04-27,Dublin,1453000.0,1.0,12.20938988750546,0.15804712993952277,1.0852531570121362
2023-04-28,Dublin,1453000.0,1.0,11.675510114565428,0.14504843998984923,1.0810740889583454
2023-04-29,Dublin,1453000.0,1.0,11.054759413551709,0.16211769078298008,1.33330153663015
2023-04-30,Dublin,1453000.0,1.0,10.71546708402375,0.18503373608251922,1.2401675456937964
2023-05-01,Dublin,1453000.0,1.0,12.006046504790886,0.14935250085476373,1.072067100762437
2023-05-02,Dublin,1453000.0,1.0,11.68372683377544,0.12005291051651856,1.0123950009646472
2023-05-03,Dublin,1453000.0,1.0,11.906610450170446,0.13278299113942305,1.0766076828498252
2023-05-04,Dublin,1453000.0,1.0,11.044452736741311,0.12083705117326765,1.1032058444944224
2023-05-05,Dublin,1453000.0,1.0,11.43389100238365,0.12605780621170043,1.0774986014602967
2023-05-06,Dublin,1453000.0,1.0,10.681554328419887,0.17610541446970934,1.3249194425299164
2023-05-07,Dublin,1453000.0,1.0,9.668392749496617,0.15453319146916966,1.3312062122627313
2023-05-08,Dublin,1453000.0,1.0,12.375299122937642,0.11959651136848481,1.0652901534953485
2023-05-09,Dublin,1453000.0,1.0,11.156187534758406,0.16307264332060242,1.0528047835234033
2023-05-10,Dublin,1453000.0,1.0,12.330892253081487,0.17520749748157763,1.051768347495985
2023-05-11,Dublin,1453000.0,1.0,11.565404340925005,0.14280250885128276,1.0415651533647035
2023-05-12,Dublin,1453000.0,1.0,12.341872906795446,0.13648018321726227,1.1049268997026676
2023-05-13,Dublin,1453000.0,1.0,10.582935184994025,0.14325244575030102,1.3361359421828003
2023-05-14,Dublin,1453000.0,1.0,9.8999664647157,0.15569213020508343,1.3652906822492565
2023-05-15,Dublin,1453000.0,1.0,12.57617421841339,0.1627994030051274,1.0617805010264076
2023-05-16,Dublin,1453000.0,1.0,12.673414147415498,0.17364433676080465,1.0714470648046877
2023-05-17,Dublin,1453000.0,1.0,11.931786132287955,0.1742495641182633,1.0641705529082495
2023-05-18,Dublin,1453000.0,1.0,11.83287279078148,0.17370807696453958,1.0831671139535717
2023-05-19,Dublin,1453000.0,1.0,11.886977345974122,0.17723842863560146,1.0940811018873675
2023-05-20,Dublin,1453000.0,1.0,10.124909497487106,0.16322775579600707,1.343793679017345
2023-05-21,Dublin,1453000.0,1.0,11.000582629724438,0.11938186791336028,1.3163880554193825
2023-05-22,Dublin,1453000.0,1.0,11.706245017521704,0.14738071540972764,1.0458834174942644
2023-05-23,Dublin,1453000.0,1.0,11.938763251774148,0.1562784102524677,1.1190571484397784
2023-05-24,Dublin,1453000.0,1.0,11.58957842575334,0.142337474699846,1.0608809020363303
2023-05-25,Dublin,1453000.0,1.0,11.667360177789146,0.1682252170980394,1.0605489677950501
2023-05-26,Dublin,1453000.0,1.0,11.367167233480778,0.1427957205562899,1.1132322545396756
2023-05-27,Dublin,1453000.0,1.0,11.070540153592303,0.1314850594007258,1.3692383750166868
2023-05-28,Dublin,1453000.0,1.0,10.462958566778456,0.17888597998878125,1.3526176785163453
2023-05-29,Dublin,1453000.0,1.0,12.43450169411795,0.16332008619612676,1.0573001362403205
2023-05-30,Dublin,1453000.0,1.0,11.96961221611325,0.1543850756840076,1.1398779600628812
2023-05-31,Dublin,1453000.0,1.0,11.635514289902382,0.1685341818291968,1.0810712459310539
2023-06-01,Dublin,1453000.0,1.0,11.484565646201776,0.1712506847867077,1.0564095643591445
2023-06-02,Dublin,1453000.0,1.0,11.377778338836054,0.1568207162194539,1.0348668160500332
2023-06-03,Dublin,1453000.0,1.0,10.24260947877224,0.10084677162211411,1.2575707767076676
2023-06-04,Dublin,1453000.0,1.0,10.086797408991053,0.13648821098664557,1.2599571380492873
2023-06-05,Dublin,1453000.0,1.0,11.496866936697039,0.1408684174084338,1.0522093457520967
2023-06-06,Dublin,1453000.0,1.0,11.011370703713107,0.1303159820977373,1.0517548829036414
2023-06-07,Dublin,1453000.0,1.0,11.266092933884291,0.1539735486784063,1.032800050280852
2023-06-08,Dublin,1453000.0,1.0,12.43150192100015,0.17384404265702683,1.0048494862163482
2023-06-09,Dublin,1453000.0,1.0,11.327372004411723,0.14030188829585863,0.9967502641231941
2023-06-10,Dublin,1453000.0,1.0,9.816594830101653,0.12730334660658252,1.2901644800702634
2023-06-11,Dublin,1453000.0,1.0,10.37844551062417,0.19056069621820998,1.2563161620405243
2023-06-12,Dublin,1453000.0,1.0,12.30938912386121,0.14097124787804932,1.0669674600784358
2023-06-13,Dublin,1453000.0,1.0,10.978188651680009,0.12534070150573498,1.0745799434540018
2023-06-14,Dublin,1453000.0,1.0,11.53897635036468,0.15475354499236918,1.1248710248927993
2023-06-15,Dublin,1453000.0,1.0,11.345138480318756,0.15851365163179068,1.0663495235520233
2023-06-16,Dublin,1453000.0,1.0,10.844202958111644,0.1358989982063865,1.0222145118540757
2023-06-17,Dublin,1453000.0,1.0,10.544824000470818,0.16580907149176533,1.2738500504228472
2023-06-18,Dublin,1453000.0,1.0,10.229751602098933,0.14025361123426652,1.1964481573322119
2023-06-19,Dublin,1453000.0,1.0,11.668922372805145,0.13154098169219222,1.022153325844943
2023-06-20,Dublin,1453000.0,1.0,11.290695367338925,0.1535718173704972,1.034690783681817
2023-06-21,Dublin,1453000.0,1.0,11.849228892736617,0.165415379542499,1.0690342177110503
2023-06-22,Dublin,1453000.0,1.0,11.387309489122833,0.137322970176106,1.0583480045956104
2023-06-23,Dublin,1453000.0,1.0,11.569303010127976,0.15661251112028435,1.0576504922113932
2023-06-24,Dublin,1453000.0,1.0,9.79534843400985,0.148130167211893,1.3064088280964665
2023-06-25,Dublin,1453000.0,1.0,9.753185452063732,0.20648867299472287,1.3198273009129755
2023-06-26,Dublin,1453000.0,1.0,12.274116564843277,0.13582880637673816,1.0834280000439191
2023-06-27,Dublin,1453000.0,1.0,11.401982438768696,0.17768343201079023,1.0080536933346202
2023-06-28,Dublin,1453000.0,1.0,11.772174350309587,0.14895307423122228,1.026280988458125
2023-06-29,Dublin,1453000.0,1.0,11.61990771184684,0.1474647599265542,0.9983440530555697
2023-06-30,Dublin,1453000.0,1.0,11.432104921811428,0.16443330223072875,1.0885598092970301
2023-07-01,Dublin,1453000.0,1.0,9.647500855682866,0.16787981133081004,1.2889060736968414
2023-07-02,Dublin,1453000.0,1.0,10.096821239988445,0.17534031281906784,1.2725685249044234
2023-07-03,Dublin,1453000.0,1.0,11.053819333301536,0.15657303470270315,0.964043457414288
2023-07-04,Dublin,1453000.0,1.0,11.120530199766792,0.1379920722048415,1.0051883441048677
2023-07-05,Dublin,1453000.0,1.0,11.198049101197283,0.13924707791631874,0.992960819207304
2023-07-06,Dublin,1453000.0,1.0,11.727201363453368,0.160193063817667,1.0024248114576333
2023-07-07,Dublin,1453000.0,1.0,11.496827783835183,0.16161799741215482,0.9943564561116398
2023-07-08,Dublin,1453000.0,1.0,9.99736294429401,0.1779610188139299,1.2655985847432787
2023-07-09,Dublin,1453000.0,1.0,9.626064641914818,0.15836860910837391,1.2381548039307433
2023-07-10,Dublin,1453000.0,1.0,10.586419120864067,0.17120336530515476,1.0256371151827186
2023-07-11,Dublin,1453000.0,1.0,11.621210394025466,0.18033542069567915,1.0072418457475958
2023-07-12,Dublin,1453000.0,1.0,11.629076990115793,0.15329601089062211,0.991207714833343
2023-07-13,Dublin,1453000.0,1.0,11.125306491636646,0.12028882696818628,0.996644398992271
2023-07-14,Dublin,1453000.0,1.0,11.43325331866639,0.1264144582699884,0.9867823776721975
2023-07-15,Dublin,1453000.0,1.0,10.15813704975799,0.12124394263618975,1.2744165214179146
2023-07-16,Dublin,1453000.0,1.0,10.17836836759875,0.18183180762028198,1.241856065450927
2023-07-17,Dublin,1453000.0,1.0,11.60813391989764,0.13305182810342117,1.0088467119134854
2023-07-18,Dublin,1453000.0,1.0,10.986046937795269,0.17463683130824578,0.9882278623457599
2023-07-19,Dublin,1453000.0,1.0,11.887050719035413,0.1617146382312775,0.9554469437375724
2023-07-20,Dublin,1453000.0,1.0,10.643900351348174,0.18430538253678094,1.027183132161273
2023-07-21,Dublin,1453000.0,1.0,11.580465112891869,0.17006187638975678,0.9682562046155474
2023-07-22,Dublin,1453000.0,1.0,10.04198320463464,0.14795259477573197,1.2703748290524006
2023-07-23,Dublin,1453000.0,1.0,10.195659662843509,0.14599939099213463,1.2626045832767148
2023-07-24,Dublin,1453000.0,1.0,12.061409346799934,0.15170335439892293,0.9503189967695703
2023-07-25,Dublin,1453000.0,1.0,11.872544295689035,0.15350521903797715,0.9716595530374077
2023-07-26,Dublin,1453000.0,1.0,10.68716658616604,0.13938512657753166,0.9845769807922783
2023-07-27,Dublin,1453000.0,1.0,10.457337135147329,0.1493474340482269,0.9753784587327731
2023-07-28,Dublin,1453000.0,1.0,11.55971577275377,0.1821864012400479,0.964537877923402
2023-07-29,Dublin,1453000.0,1.0,9.453800644959317,0.11595723378348693,1.272202870396962
2023-07-30,Dublin,1453000.0,1.0,9.840643707879863,0.1551697627905372,1.2428148379521278
2023-07-31,Dublin,1453000.0,1.0,11.570280822608199,0.13186094388038488,1.0115707173996074
2023-08-01,Dublin,1453000.0,1.0,10.05707960567149,0.1537407416560976,0.9470847463794968
2023-08-02,Dublin,1453000.0,1.0,9.87127970190049,0.166797115504164,0.9691598572951298
2023-08-03,Dublin,1453000.0,1.0,10.852556558487311,0.14884779639084617,0.9374654730097095
2023-08-04,Dublin,1453000.0,1.0,10.75966213892031,0.16545973839696804,0.9592044967590543
2023-08-05,Dublin,1453000.0,1.0,9.359231894440109,0.11820321197231627,1.2174553738114642
2023-08-06,Dublin,1453000.0,1.0,9.466286885528524,0.17213978225330945,1.2013521844468515
2023-08-07,Dublin,1453000.0,1.0,10.377168897527104,0.13793741514703767,0.9462866929319136
2023-08-08,Dublin,1453000.0,1.0,10.109635132683257,0.1624481613958473,0.9274000050665001
2023-08-09,Dublin,1453000.0,1.0,10.669215352556245,0.1536489619195294,0.9650289888598045
2023-08-10,Dublin,1453000.0,1.0,10.331116610976006,0.09828875641752427,0.9703483651561661
2023-08-11,Dublin,1453000.0,1.0,10.057206739536753,0.13487871757059555,0.9522492165045268
2023-08-12,Dublin,1453000.0,1.0,9.644835495469668,0.15441016735870805,1.1769203900723642
2023-08-13,Dublin,1453000.0,1.0,9.428522487903669,0.18107952163138252,1.2162774910084493
2023-08-14,Dublin,1453000.0,1.0,10.91665779119856,0.1557453657180734,1.034451913265092
2023-08-15,Dublin,1453000.0,1.0,10.323851742375952,0.1551539175954148,0.9509261406223349
2023-08-16,Dublin,1453000.0,1.0,10.461547238558946,0.12174631820741227,0.9701021833428333
2023-08-17,Dublin,1453000.0,1.0,10.31982701539416,0.1786229339304698,0.9713217894849373
2023-08-18,Dublin,1453000.0,1.0,10.366329897785143,0.1861415399037623,0.8830060540907171
2023-08-19,Dublin,1453000.0,1.0,9.52587389325523,0.1505715008624795,1.2037158703614463
2023-08-20,Dublin,1453000.0,1.0,9.160276490329162,0.14560485903559767,1.1788044389302719
2023-08-21,Dublin,1453000.0,1.0,10.894644851491114,0.1176190056838068,1.0015406395155064
2023-08-22,Dublin,1453000.0,1.0,10.887539344944459,0.16766642117912983,0.9523804253672398
2023-08-23,Dublin,1453000.0,1.0,11.646843026078823,0.2040455865138484,0.9366739258177726
2023-08-24,Dublin,1453000.0,1.0,10.15856464521549,0.16434226149572984,0.9534450199176653
2023-08-25,Dublin,1453000.0,1.0,11.128894275554664,0.17527407036306394,0.9649968317427187
2023-08-26,Dublin,1453000.0,1.0,9.417934800548856,0.1608417458741633,1.1832028328831474
2023-08-27,Dublin,1453000.0,1.0,9.446404172178214,0.13029968226862487,1.1984201166197177
2023-08-28,Dublin,1453000.0,1.0,10.135399186464054,0.17673345262039725,0.9193752050537192
2023-08-29,Dublin,1453000.0,1.0,10.544674718001,0.12530850201060562,0.9532423965927276
2023-08-30,Dublin,1453000.0,1.0,11.064664027023337,0.14578670188673915,0.9832701862825928
2023-08-31,Dublin,1453000.0,1.0,10.705199778629694,0.1555770349000505,1.0190751682700432
2023-09-01,Dublin,1453000.0,1.0,10.44678113770035,0.16765819321553316,0.9519134137285388
2023-09-02,Dublin,1453000.0,1.0,9.057468738305076,0.15831971330861927,1.171555475418314
2023-09-03,Dublin,1453000.0,1.0,9.596525917784485,0.15773669001666824,1.1989104353595892
2023-09-04,Dublin,1453000.0,1.0,10.404025810028685,0.13477023863142473,0.9612912274960472
2023-09-05,Dublin,1453000.0,1.0,9.535628044342571,0.12421257172079088,0.9806332487454511
2023-09-06,Dublin,1453000.0,1.0,10.128657972952242,0.15122961336526422,0.9631976433127106
2023-09-07,Dublin,1453000.0,1.0,9.624383890623486,0.13579610445514204,0.9271820602566999
2023-09-08,Dublin,1453000.0,1.0,9.143051523165505,0.12384428743861498,0.9384713960762722
2023-09-09,Dublin,1453000.0,1.0,8.971148856737685,0.12468107056996117,1.1687722972714822
2023-09-10,Dublin,1453000.0,1.0,9.66547979099806,0.14019743051653774,1.1724616357267108
2023-09-11,Dublin,1453000.0,1.0,10.432610520467579,0.11294842279651986,0.9367276003684489
2023-09-12,Dublin,1453000.0,1.0,9.935854712469848,0.12305062594311254,0.9072451037631022
2023-09-13,Dublin,1453000.0,1.0,10.02842676085218,0.11729726141861493,0.8676088910388418
2023-09-14,Dublin,1453000.0,1.0,10.894698123973686,0.15364518927563325,0.9105676093411554
2023-09-15,Dublin,1453000.0,1.0,10.478827532667667,0.15815968459036836,0.8699369330462154
2023-09-16,Dublin,1453000.0,1.0,9.181020180185955,0.19014281926365653,1.1654362328430283
2023-09-17,Dublin,1453000.0,1.0,9.143835057338807,0.12004940401535233,1.1635335512661533
2023-09-18,Dublin,1453000.0,1.0,10.428972408736065,0.13640806082180673,0.8804507325903501
2023-09-19,Dublin,1453000.0,1.0,10.753894380480993,0.16825222778645607,0.9513630127110831
2023-09-20,Dublin,1453000.0,1.0,10.645682628181534,0.14566452390022086,0.9567237102387015
2023-09-21,Dublin,1453000.0,1.0,10.503199437109007,0.143460041225844,0.9335935213700427
2023-09-22,Dublin,1453000.0,1.0,9.98752682294997,0.18418339406679105,0.9807479567526409
2023-09-23,Dublin,1453000.0,1.0,9.352677913278313,0.14323187680958543,1.2195474259351298
2023-09-24,Dublin,1453000.0,1.0,8.916009458911333,0.12687610261331986,1.1272176397323688
2023-09-25,Dublin,1453000.0,1.0,10.878687044408602,0.1236612008026612,0.9618191220112767
2023-09-26,Dublin,1453000.0,1.0,9.896782439222726,0.15671388644627865,0.9439434040586585
2023-09-27,Dublin,1453000.0,1.0,10.355801478461242,0.15610483206811934,0.9432675609936466
2023-09-28,Dublin,1453000.0,1.0,10.40990128208331,0.12256595259427645,0.9587513932266395
2023-09-29,Dublin,1453000.0,1.0,9.875588550074143,0.13029207484547378,0.9091429338184925
2023-09-30,Dublin,1453000.0,1.0,9.816819845747586,0.16069425275631224,1.1456262866248055
2023-10-01,Dublin,1453000.0,1.0,9.602773890744679,0.1615453354505028,1.12519983663714
2023-10-02,Dublin,1453000.0,1.0,10.10394310449759,0.1371355583279202,0.8973529287991304
2023-10-03,Dublin,1453000.0,1.0,10.61574154708669,0.16244432403703968,0.9170446479746254
2023-10-04,Dublin,1453000.0,1.0,10.450148065894302,0.16143709174581122,0.8764452749532482
2023-10-05,Dublin,1453000.0,1.0,9.271328916347073,0.11433836502560912,0.8886281786903085
2023-10-06,Dublin,1453000.0,1.0,10.396664412755188,0.1437587249910258,0.9373258486718261
2023-10-07,Dublin,1453000.0,1.0,9.035687099578759,0.15830251182242244,1.147871118544306
2023-10-08,Dublin,1453000.0,1.0,9.088086928581042,0.13853848595672025,1.1614886437269425
2023-10-09,Dublin,1453000.0,1.0,9.859092321318363,0.10722136262064585,0.8633221855035755
2023-10-10,Dublin,1453000.0,1.0,10.182751125128295,0.14433970557067757,0.8964844020151962
2023-10-11,Dublin,1453000.0,1.0,10.219919969515715,0.16504186319882824,0.9033373204178081
2023-10-12,Dublin,1453000.0,1.0,10.794026434546733,0.18160811171626265,0.9209760444427129
2023-10-13,Dublin,1453000.0,1.0,10.431668077193109,0.10618434677492017,0.902411474850376
2023-10-14,Dublin,1453000.0,1.0,9.05587331043388,0.20226642691128538,1.177996438795193
2023-10-15,Dublin,1453000.0,1.0,9.62914592529931,0.12745727337941462,1.1482517165129966
2023-10-16,Dublin,1453000.0,1.0,10.066964157224067,0.16913941741602262,0.9205104248179274
2023-10-17,Dublin,1453000.0,1.0,10.133957287914846,0.17468396141068782,0.9204061451897751
2023-10-18,Dublin,1453000.0,1.0,9.571585866893571,0.16966034600267602,0.9412395634830235
